sex,race,lsat,ugpa,zfygpa,bar_passed,tier
2,8,32.62926033,3.067558113,0.4016132488,1,3
1,7,36.24288927,3.401562002,0.52972873,1,4
1,7,45.05917595,3.500100395,0.3556243711,1,3
2,7,40.96282217,3.067323122,-0.6886132946,1,3
1,7,38.29511961,2.584325777,-1.149839522,1,3
1,7,30.8352603,2.91151103,0.6885064491,1,5
2,7,38.04808835,3.78269614,0.3978088205,1,3
2,7,46.74256455,2.911275111,-0.0491815171,1,3
1,7,35.11350955,3.066781085,1.601843657,1,5
1,7,42.15067176,3.600264,-0.2644160615,1,3
1,7,38.44066092,3.057020004,0.4050304416,1,5
2,7,35.64738663,3.069635891,0.7210819971,1,3
2,7,35.4039249,2.408554256,0.7613010092,1,5
1,7,35.55528082,3.601032005,-1.110161679,1,4
1,7,31.71103039,3.191123935,1.269908277,1,4
2,7,44.46613283,3.201270137,1.317632236,1,2
1,7,29.95160559,3.071972522,-0.07433147189,1,5
2,7,39.53122545,3.20094936,-0.6618140796,1,4
2,7,41.30201972,3.603964909,-1.023256482,1,3
2,7,28.55308613,3.07012153,1.228850787,1,3
2,7,35.13832073,3.501477776,1.38805981,1,3
2,7,44.94029214,3.50096874,0.09455586169,1,3
2,7,38.1178792,3.610681693,0.07082163775,1,2
1,7,29.71253351,3.202491227,-0.7350991918,1,3
1,7,30.56006874,2.590178912,1.394598876,1,4
1,7,38.31071813,3.301938398,-0.04836480325,1,5
2,7,32.1203577,2.621258462,0.02687594191,1,2
1,3,34.52987973,3.07995007,-0.3422880725,1,2
1,2,30.7189646,3.072416531,0.8061411699,1,2
2,7,29.10950403,2.192109696,0.3799625371,1,2
1,8,40.92420104,3.601619715,0.007619248296,1,2
2,7,41.13876034,2.561185384,0.8929979155,1,3
2,7,32.64026596,2.570125328,0.3942494018,1,3
2,6,38.34607944,2.441431447,-0.7045131296,1,5
2,7,45.03427674,3.197400849,0.1002450782,1,3
1,3,28.86781888,3.400285463,-0.3356267417,1,3
2,7,37.11699477,3.501057667,0.4076841261,1,4
1,7,30.60558149,3.402448105,-1.476236915,0,4
2,7,38.74369522,3.071027483,-1.410730968,0,2
2,7,48,3.200276528,1.000295711,1,6
2,7,44.66427341,3.067198676,0.3960339413,1,3
1,7,38.39150066,3.782510228,1.016038566,1,3
2,7,33.1171879,3.073537699,1.373853116,1,4
1,7,36.03157046,3.780946755,0.4043878219,1,3
2,7,41.28448576,3.000524858,-0.1710027296,0,5
2,7,36.07138874,3.074721661,2.177594743,1,3
2,7,37.19641531,3.786964779,2.010074707,0,3
1,7,27.90679045,3.501348662,0.04363941412,1,3
1,7,38.95085235,2.229128548,1.05020748,1,4
1,7,31.2607537,3.753385716,0.3819115625,1,2
2,7,29.94054378,3.601137278,-0.04889181829,1,3
1,7,32.95515096,3.069713747,0.0008078991076,1,5
1,7,30.02280633,3.058404217,0.2001076124,1,3
1,3,35.79682074,3.29223757,1.092120237,1,5
2,7,29.1568378,2.901052965,-0.04913423724,1,2
2,3,30.13600691,3.068417014,-0.04720183547,1,4
1,7,34.75801386,3.301480549,1.27559324,1,4
1,7,38.18191087,3.298056332,-0.4100099309,1,5
2,7,35.51098029,3.066721123,0.383210609,1,4
1,7,27.26184454,2.664016562,0.8467332144,1,5
1,7,35.52509218,3.776482157,0.6876597992,1,3
1,7,32.75886214,3.782537362,0.9371305379,1,4
2,4,38.67551967,3.397818475,0.4471544652,1,4
2,7,38.29694739,3.785475138,1.167276312,1,3
2,7,30.37099057,3.400403699,0.06655657819,1,5
1,7,34.42182252,3.201744009,1.703625997,1,3
2,7,33.31092532,3.783532531,-0.5314269076,1,3
1,6,38.77991795,3.30093209,0.1855599376,1,5
2,7,30.34567458,3.200431939,-0.321885004,1,4
2,7,31.87027607,3.782591821,0.7195529932,1,3
2,7,28.45462268,3.067260006,0.5198731202,1,4
1,7,35.48738252,3.779711584,-0.0470137525,1,3
2,7,32.90839844,3.200384091,-0.009378134882,1,3
2,7,29.95356841,3.498997477,-1.642894321,1,5
2,7,32.78606771,3.07241404,1.739949271,1,5
1,7,36.05209836,3.301529761,2.608084978,1,3
2,7,31.9925868,3.065303082,1.032843689,1,2
1,7,38.65299868,3.606362354,0.05248814195,1,4
1,7,47.72634441,2.654939093,1.023346968,1,4
1,3,31.74870669,3.783928362,0.1709680526,1,3
2,6,33.07298162,3.077032413,1.036278242,1,4
1,7,34.70291237,3.781063352,-1.125008001,1,3
1,7,35.74252379,3.070609954,1.586197931,1,3
2,7,32.70372991,3.400883321,0.1502273664,1,2
2,7,35.59957761,2.912060801,-0.279831522,1,4
1,7,29.91075188,3.785379696,0.05871045078,1,4
1,3,34.26249759,2.676231713,1.159357895,1,2
1,6,36.5331874,3.065185193,1.514860839,1,3
2,4,39.79885096,2.430235975,0.07347914032,1,3
1,7,38.43779535,3.60147213,-0.6926357171,1,3
1,7,45.39658986,3.4006924,0.03425257447,1,6
2,7,38.17546385,2.851189087,-0.1643104999,1,5
1,8,35.75201844,2.447386549,-1.099534015,1,4
2,7,38.25683999,3.603813124,1.011927422,1,4
2,7,35.83138879,3.500831157,-0.9584540795,1,4
2,7,35.62473179,3.500321541,0.3596339763,1,3
2,7,41.18773188,3.400146863,0.7789023453,1,3
2,7,45.01511315,3.400966413,-0.6085774321,1,3
1,7,41.02917297,3.782911325,-1.708342986,1,3
1,7,38.45117527,3.782666749,0.7972638493,1,4
2,7,29.09270434,3.782663627,-0.7407626571,1,3
2,7,44.66962018,3.071229405,1.548555606,1,4
2,7,31.78540663,3.071959791,-0.1413343912,1,5
2,7,38.41312654,3.070283961,-1.41930906,1,5
2,7,32.58554537,3.069696543,-1.118854543,1,3
1,7,45.24190752,3.501079784,-0.3517212125,0,5
1,7,28.24752275,3.300905844,1.459670848,1,3
2,7,37.67416944,3.300888916,0.4683618799,1,4
1,7,40.90155065,3.069928041,-0.7417895906,1,3
1,4,34.40100531,3.07685715,-0.1335447003,1,3
2,2,31.84859986,2.911267591,-0.7175006004,1,3
1,4,35.58773727,2.666970838,0.03229994455,1,4
1,7,45.16449001,3.491152922,-0.7226415626,1,4
1,3,40.58328276,3.601183514,1.113211623,1,3
2,7,45.27041851,2.552465456,1.11100862,1,4
2,4,28.5479012,3.498419069,1.442837305,1,2
1,7,35.14324987,3.070447871,-0.3350607218,1,3
2,8,40.23329165,3.070215439,0.7946485513,1,5
1,7,35.18121569,3.782588202,0.3795095133,1,5
1,7,30.45041582,3.300945445,-0.3374128756,1,4
2,7,38.17844218,3.064541542,0.6879446523,1,4
1,7,36.0219018,3.070313474,0.856613704,1,4
1,7,39.94397697,3.070397794,0.6880394137,1,3
1,7,35.42921985,3.764878557,-0.3282005499,1,5
1,7,28.42057703,3.790442943,0.8856800087,1,3
1,3,35.68950774,2.799061529,0.8365252282,1,3
1,7,28.08847425,3.600945557,-0.4096055544,0,3
2,7,33.74145431,3.200715835,-0.697917998,0,5
2,7,33.01400376,3.20006827,0.05024387976,1,3
1,7,32.73961193,3.600269931,-0.3939157689,1,3
2,7,32.58143063,3.065629598,0.7123219763,1,5
2,7,34.55087317,3.401269109,-0.04796275164,1,3
1,7,35.08438604,2.171974428,-0.5154960954,1,3
1,8,37.9984052,3.300881618,-0.04873165409,1,3
2,7,45.87527284,3.709979496,0.0343528709,1,3
1,7,38.84893695,2.900391932,0.5233962314,1,5
2,2,29.25958658,3.781069359,0.01471029937,1,3
2,7,32.80111898,3.501409448,-0.5268015988,1,3
2,7,35.63305991,3.200775515,0.7488313824,1,3
1,7,28.47363344,3.056884308,-0.03659044069,1,3
2,7,35.28873603,3.201205628,0.6949522137,1,5
1,7,32.74707301,3.695356977,1.043835746,1,5
2,7,32.57662846,3.599853245,0.4276261817,1,4
1,1,40.9015037,3.498015723,0.7872226628,1,4
2,7,38.31518975,3.070776411,-0.03070619831,1,4
2,7,40.7799755,3.497058285,0.7766703771,1,3
1,7,32.58935098,3.008476413,0.8398922963,1,4
1,7,29.72772276,3.069531084,-0.7199032666,1,3
1,7,27.47744018,3.402415797,-0.3319815726,1,5
2,7,39.20396299,3.295379986,1.071425795,1,3
1,2,38.42081853,3.200971082,0.7541200663,1,5
1,7,30.61466487,3.786051793,1.281535362,1,3
1,7,40.85790525,3.60144198,-0.03219397266,1,3
2,6,27.26635621,3.49595504,-0.3765517017,1,6
2,7,30.16375502,3.298964285,0.6938790166,1,4
1,3,34.63600489,3.203476461,0.4758921467,1,5
2,3,35.83100565,3.072340372,0.7844462631,1,2
2,7,28.73524199,2.592351896,-0.2666113725,1,4
1,3,30.0382237,2.672653493,-0.3005767796,1,5
2,7,32.78402246,3.501255344,-0.1091858048,1,4
1,7,38.6840951,3.399293643,0.1779146583,1,5
2,7,31.8836109,3.743906025,0.04008797109,1,6
1,4,38.28962529,3.784362818,-0.02947369271,1,3
1,7,38.15081966,3.0738494,1.119558462,1,3
1,7,41.57248089,3.062510455,1.064264835,1,3
1,7,38.03796617,3.071428245,-0.681120969,1,3
1,7,44.9802167,3.050756065,0.5046266456,1,4
2,7,38.15746021,3.7721321,0.7308295486,1,2
2,6,31.83217381,3.791773694,-1.484748929,1,2
2,7,38.2675014,3.77473109,-0.04432036812,1,3
1,7,31.88946201,3.597199198,-1.126279546,1,3
2,7,37.2598444,3.794949206,0.007774357561,1,3
2,7,35.47555342,3.777539197,-0.4104881942,1,5
2,7,38.37700237,3.300594833,-0.3946108978,1,3
1,7,45.25292263,3.501638999,0.02580466499,1,5
2,7,29.86406385,3.782416437,-0.4097776968,1,3
2,7,38.38003146,3.072142805,-0.09898051668,1,4
1,7,32.84292088,3.400807358,-0.02952772305,1,3
2,7,37.67637835,3.081058833,0.6882027234,1,3
2,2,31.83633331,3.500938173,-0.03481070996,1,3
1,7,32.78011613,2.59725949,0.6464170825,1,4
2,7,35.46418833,3.288840443,-0.7353629613,1,5
2,7,33.4504193,3.07218518,0.6895622753,1,5
2,7,29.68866654,3.399605314,-0.4079636201,1,2
1,7,32.68840343,3.301878284,0.5066069595,1,5
2,7,38.80327198,3.771089258,0.8177559037,1,3
2,7,40.72218079,3.066023556,1.00765018,1,3
2,7,26.12557199,3.505075738,0.3481752211,1,5
2,7,32.65568503,3.200110652,-0.6842422219,1,3
1,2,37.79598756,2.388877432,-1.151699293,1,3
1,7,45.38310478,3.785352231,1.273391347,1,3
1,7,38.12059752,2.469087219,0.5340760734,1,3
2,7,41.39461454,3.780589583,-0.5217819941,1,3
2,7,39.72681059,3.793250688,-0.6433300888,1,4
2,7,38.31941969,3.300299714,-0.7071184559,1,3
1,7,26.0378261,3.784902953,0.8052934717,1,3
2,7,38.83447945,3.19966867,-0.2447274245,1,2
2,7,33.09277732,3.501390729,0.7131267153,1,3
2,2,29.32468012,3.189346613,-1.105474474,1,3
1,7,40.11761364,3.300002084,2.002313701,1,4
2,7,31.97034796,2.246154574,1.114326747,1,3
2,7,35.44395418,3.061713417,0.1256249729,1,3
1,7,45.25028032,3.503123676,2.059779244,1,3
1,2,33.18016629,3.074713145,-0.2368688251,1,4
2,7,41.43757189,3.067824218,-1.591832529,1,4
2,7,36.00590208,3.782424363,-0.2983497891,1,2
2,7,35.4620412,3.201241202,1.514914586,1,3
2,8,38.10689533,3.39235667,0.9031733726,1,4
2,7,29.77781067,3.600866948,-0.04414259689,1,3
2,7,35.49374535,3.499794067,-0.3772412936,1,4
2,7,35.90083047,3.299165095,1.31096766,1,3
1,7,44.4878266,3.065093646,1.004016603,1,5
2,7,38.16071373,3.069563244,-0.001548313907,1,4
2,7,35.78833523,3.041777684,0.06059691148,0,4
2,7,35.87171437,3.070984112,-0.3400663543,1,5
1,7,39.24658651,3.299387798,0.2692034909,1,3
1,7,38.16119829,3.40137911,1.977362442,1,3
1,8,38.80937095,3.791270092,0.9264463739,1,3
1,7,38.79468281,3.068351358,0.8465916177,1,3
1,4,41.3633158,3.783146638,-0.9781957867,1,3
2,7,44.43190504,3.776446022,-0.7409852286,1,3
1,7,34.61015141,3.01728228,1.400002232,1,6
2,7,36.91637432,3.195821186,1.671988679,1,2
1,7,32.80577006,3.06710748,0.3565100868,1,4
1,7,32.86798497,3.600250184,0.3569533867,1,3
1,8,31.77112561,3.501852738,1.499249264,1,2
2,7,31.83975079,2.672841076,0.6971599677,1,5
1,7,35.7022571,2.631364642,-0.02576752523,1,4
2,7,39.07026063,3.300344905,-0.7377624469,1,3
2,7,47.77024437,3.505774934,-0.5786984314,1,3
1,7,38.30669707,3.777279616,-0.04738032428,1,5
1,7,38.8123526,2.546961972,-0.701840308,1,4
1,7,31.83680471,3.734190258,1.701199911,1,3
1,7,30.46443771,3.061366338,-0.2884239364,1,3
2,7,30.47402357,3.50113122,0.4433188331,0,3
2,7,33.02472054,3.053681376,0.1152132433,1,4
2,4,30.26177598,3.072319463,0.020394525,1,2
2,7,44.56446459,3.736322106,-0.6515516858,1,3
1,7,38.42765547,3.070927502,0.8050460792,1,5
1,7,28.51093705,3.030617218,-0.4769934866,1,3
2,7,35.42607678,3.775477255,1.468281116,1,3
1,8,29.67329586,3.070664858,-0.02458245896,1,3
1,4,34.53569973,3.601194929,0.01077344654,1,2
1,7,29.03479498,3.400998508,-0.1381622351,0,3
1,4,36.04700357,2.470046416,0.1521060435,1,4
2,7,38.16157039,3.069724915,0.4202328309,1,4
1,7,31.71435528,3.496455899,1.350157084,1,3
2,7,31.88767374,3.070805243,1.037524223,1,5
2,7,40.92440586,3.070937101,0.4047113014,1,5
2,7,46.41564403,3.500878047,1.401801905,1,3
2,7,32.60233904,3.070986071,0.4786136132,1,5
1,7,27.80835344,2.66744232,-0.04417533932,0,2
1,7,41.29841748,3.302178283,-0.5821029843,1,5
1,7,29.68244472,3.071098797,0.6872655608,1,3
2,7,38.75032184,3.300047075,0.7482610787,1,3
1,7,28.29638247,3.50034992,-0.3296349868,1,5
1,7,45.10636801,3.068415781,-1.279188302,1,3
2,7,38.09013333,2.67379555,0.3654744809,1,3
2,7,28.99078442,2.914723743,1.675991506,1,5
2,7,30.24541816,3.392399405,1.123921658,1,3
2,8,32.7539935,3.400734916,0.6986506005,1,2
1,7,39.81164676,3.782586554,0.3523962652,1,3
1,7,25.70837609,2.538695309,1.953149996,1,5
2,4,29.83337298,3.401095976,0.5863131867,1,3
2,7,28.88662041,3.301621371,0.5060598813,1,4
1,7,32.818181,3.299772608,0.2788762821,1,3
1,7,44.62034802,3.501358873,1.603764866,1,2
2,4,28.64283357,3.781223967,-0.4073635556,1,4
2,7,33.01544,3.794559105,0.7281617297,1,3
1,7,38.24419796,3.070921065,0.6915450153,1,3
1,7,35.89130803,3.496711759,1.454893964,1,4
2,7,31.85389547,3.070739929,0.4049846323,1,3
2,7,35.95330743,2.914924253,1.811407205,1,5
2,7,36.03169624,3.06942151,0.8672694454,1,5
2,7,38.24911718,3.4000835,-1.151556444,1,3
1,7,29.87507726,3.066990356,-1.150729339,1,3
1,7,35.47463239,3.04183614,-0.559266623,1,3
2,3,36.98524723,3.496059136,0.6230168282,1,3
2,3,32.88183596,3.071254862,-0.04663892866,1,5
2,7,32.82063066,3.400671433,-0.7209875989,1,3
2,7,28.34708036,3.399359489,0.1628988756,1,2
2,7,35.28037008,3.501584865,-0.354907671,1,2
1,7,44.85636437,3.601178482,-0.621470758,1,5
2,7,33.22197522,3.777980793,0.4644760882,1,3
2,7,35.35273284,3.400906057,-0.03509691395,1,2
2,4,28.55986736,3.821219678,-0.2990591541,1,3
1,7,33.23881146,3.601325902,1.192262935,1,4
1,7,44.32926111,3.401116834,0.4979243687,1,3
1,7,34.51193604,2.651766552,-0.2505878923,1,5
1,2,35.60906144,3.302546284,0.6941211361,1,3
2,7,40.81584529,3.775476694,0.7702302007,1,3
1,7,31.81142649,2.461713421,0.8246462714,1,5
2,7,31.74357387,2.451818984,1.549033125,1,3
2,6,45.17097586,2.565317331,0.3701020919,1,3
1,7,31.82863357,3.781909654,-0.2760882222,1,3
2,7,26.00321659,3.30013401,0.8050906338,1,3
1,7,34.59950974,3.069346724,-0.4011109839,1,3
1,7,35.76256519,3.200976183,1.795597292,1,3
1,7,26.58118823,3.066362644,-0.3797453812,1,4
2,7,38.42684697,3.401021252,-0.6529971833,1,5
2,7,44.98044494,3.400983447,1.250727068,1,3
1,2,26.0603281,3.300167893,-1.053888978,1,2
2,7,35.77301521,2.544508716,-0.3655862883,1,3
2,7,41.82166408,3.399981911,0.1523854811,1,2
2,7,30.13112753,3.201090615,0.8285117613,1,3
1,7,37.7131795,3.30276106,1.060072639,1,2
1,3,31.70929062,3.601444081,1.489199818,1,3
1,7,38.18187368,2.905118078,-0.04901306099,1,5
2,7,36.55795618,3.201762019,-0.6693323548,1,5
2,7,40.67784065,3.775979039,0.0597674209,1,5
1,7,32.74778189,2.408377171,0.7061123185,1,3
1,7,30.22723055,3.077561233,-1.107957779,1,3
1,3,27.65888171,2.540026504,0.1132630153,1,3
2,7,35.88609188,3.59961872,0.8096314502,1,5
2,8,32.786835,3.782609245,1.45233263,1,3
2,6,29.00111898,3.782727024,0.05180124841,1,3
1,7,33.09675157,3.073617107,1.111701243,1,3
2,7,45.14197711,3.718417169,0.4506400642,1,4
2,7,30.34569239,3.018246093,0.01818283814,1,3
1,7,35.65308997,2.903989156,0.3813118427,1,5
2,7,44.83701475,2.636711605,1.042773644,1,2
1,7,35.38556109,2.56760692,-0.3050799181,1,3
1,7,28.67352719,2.906905346,1.125579146,1,4
2,7,29.69100807,3.775825868,0.7012040552,1,3
2,7,40.04531866,3.781013338,0.04122467049,1,3
2,7,36.4378075,3.201178872,1.043828424,1,3
1,7,25.56978772,3.298425969,1.195280041,1,3
1,7,35.5470531,2.902697714,-0.04898847758,1,4
2,7,38.06988808,3.300606323,-1.152374766,1,5
1,7,44.59560463,2.687130824,0.4981949074,1,3
1,7,33.25797569,3.796155159,-0.6212341805,1,3
1,7,35.77751306,3.776411648,0.9929479995,1,5
2,7,30.11244927,3.067088587,0.68751595,1,3
2,7,38.34556616,3.067587413,-0.6009511552,1,3
2,7,28.62173001,3.778725282,0.8899634937,1,4
2,7,32.89316887,3.781360797,-0.7335116715,1,4
2,7,41.54988986,3.600915745,0.9090293535,1,4
2,7,37.27234385,3.302987714,-1.414185125,1,3
1,7,38.50176108,3.067067792,-0.6875993814,1,3
2,7,28.67709227,2.51457718,0.514067934,1,5
2,7,35.31524405,3.070999049,0.4248778359,1,3
2,7,35.41728134,3.070051316,-0.3309684618,1,3
1,7,44.39118122,3.732593193,1.204239852,1,3
2,7,35.80222301,3.038476625,0.007122465472,1,4
1,7,44.6173401,3.299822976,-0.009070483541,1,3
2,7,32.41832321,2.677314152,1.281716767,1,3
2,7,38.27997983,2.637891415,0.3698507669,1,3
1,7,33.37374211,3.500982538,-0.7311419538,1,3
1,7,38.30654757,3.070997122,-1.523784961,1,3
1,7,34.96945061,3.594159215,-0.03286333226,1,5
2,7,39.00803868,3.19412104,1.77225395,1,3
1,7,40.72603344,3.783047735,0.8295309676,1,5
1,7,28.85857935,3.499930253,1.18888566,1,4
2,6,38.60166204,3.400793163,1.509945066,1,3
1,2,40.74117593,3.79385517,-0.04773445819,1,3
2,7,45.94575763,3.501416343,0.06027701494,1,4
2,7,28.82246744,3.767206238,1.748898478,1,5
1,7,30.30226963,3.770397074,0.5164290296,1,3
2,7,29.73399603,3.601849403,-0.7343226762,1,2
2,3,25.44858346,3.783401836,-0.1486624964,1,5
1,7,44.53265926,3.075994704,1.042886543,1,5
2,7,35.66244785,3.402320763,0.863395624,1,3
2,7,35.41064044,2.64566435,1.379775447,1,3
2,7,32.72987127,3.07195811,0.6322313833,1,5
2,7,33.06552614,3.400089354,0.4054733437,1,5
2,2,32.78323804,3.394544218,0.1367971469,0,5
1,7,32.89465979,3.601164439,0.7352097487,1,3
2,7,38.2540082,2.855360379,0.2403613161,1,4
2,7,29.95064027,2.908505912,0.3741551489,1,5
2,7,34.58937365,3.299187967,0.9544277879,1,5
1,7,41.32907503,3.061767661,1.808493304,1,3
2,7,40.32750962,3.400962934,-0.6187388314,1,3
2,7,42.2529581,3.78248637,0.9419827145,1,3
2,7,28.65402426,3.769778906,1.301943805,1,5
1,7,39.29576519,2.673504617,-0.259524996,1,3
1,8,35.7486856,3.061170632,-0.6504852772,1,4
2,7,32.27552528,3.782936291,0.4251330509,1,3
2,7,37.22874008,3.784956177,-0.353089183,1,3
2,2,38.7895954,3.707290259,1.305763615,1,5
1,2,33.05519928,3.052675008,0.2641436737,1,2
2,7,33.51650341,3.401795448,0.7833404151,1,5
2,7,32.13583044,3.070967861,-0.5291769902,1,2
2,7,38.79487634,3.079086459,1.290439642,1,4
2,7,31.79861021,3.387278744,-0.573422495,1,2
2,7,31.88458761,3.061527627,-0.02157557638,1,3
2,7,41.59995599,2.453222944,1.706242304,1,3
1,7,37.26760296,3.066049151,-1.126317962,1,3
2,7,28.81636707,3.400573958,-1.149897455,1,5
2,7,38.67723524,2.924616776,0.7863656376,1,3
1,3,37.2282905,3.007604664,1.164399679,1,3
1,7,35.93666467,2.674857467,-0.1868941298,1,3
2,7,37.61762132,3.773850528,-0.3835114397,1,3
2,7,30.75528277,3.721781405,-0.245242359,1,3
1,7,38.83243343,3.600838705,1.316440815,1,3
1,7,31.88542934,3.40230176,-0.3971621794,0,3
2,8,38.03247276,2.672546184,-0.3760821596,1,5
1,7,35.75211644,3.499069092,1.099226478,1,4
1,4,20.95260207,3.304155032,1.23601493,1,4
1,7,38.81713634,3.068145801,0.8721173163,1,5
1,7,32.97006692,3.782655061,0.3820761394,1,5
2,7,36.41376549,3.072540174,1.391734412,1,3
1,7,33.7282711,3.401372727,1.418229888,1,5
1,6,37.25908432,3.200942086,-0.4096811176,1,4
1,7,30.69538538,3.786951895,-0.120414241,1,4
1,6,32.59956118,2.688567244,-0.01005886264,0,3
1,7,35.82513239,3.070522223,0.784874341,1,4
1,7,33.30103722,3.057234299,1.068297608,1,3
1,7,30.63970651,2.475219732,-0.7412012427,1,5
2,7,28.00365836,3.07030759,1.474563093,1,3
1,7,29.64641504,3.043767317,-0.009192397295,1,2
1,7,35.66109451,3.070713521,-0.396254391,1,4
2,7,34.93351704,3.301764685,1.509973155,1,5
2,7,35.3283324,3.30137735,0.08694127175,1,3
2,7,30.07936248,3.299701461,-0.02537623716,1,5
2,8,32.0785313,3.063850059,-0.02731786102,1,3
1,7,44.91819396,3.196790186,-0.02761365089,1,3
1,7,34.88522152,3.070006523,1.214492611,1,4
2,7,31.63878596,3.300578198,1.934055858,1,3
1,7,38.13507056,3.2002189,0.0533521556,1,4
2,4,30.22097629,3.300262772,0.8995343445,1,3
2,7,45.85401943,3.070118238,0.4474731044,1,4
2,3,35.70868878,3.026211556,0.4403154086,1,4
2,7,37.68359928,2.911369851,0.7284516282,1,2
2,7,30.10640925,3.777510939,0.0384257768,1,3
1,7,36.07991584,3.200743174,0.8153755141,1,3
2,7,35.86262151,3.301717559,1.258046017,1,4
1,7,32.98768113,3.764111947,-0.0177065671,1,5
1,7,38.35327127,3.039886451,-1.111111221,1,3
2,7,31.8428688,3.500011899,-0.6633201151,1,3
2,7,28.61238191,3.775076822,-0.3561174476,1,2
2,7,35.64656608,3.077695096,-0.5561135812,1,5
1,7,33.20135771,3.067151976,0.7921950455,1,5
2,7,28.32629318,3.300007166,-0.3652350251,1,5
2,7,41.31792139,3.046867331,-0.3895949279,1,3
2,7,32.25178373,2.812053172,-0.7413590249,1,4
1,7,29.08051529,3.071125369,-0.9700778754,1,5
2,7,28.63723846,3.50144003,1.476112119,1,3
2,7,28.25099344,3.293162391,1.334719023,1,4
2,7,41.36032846,3.067783936,0.7393170736,1,4
1,7,39.37603925,3.770970654,2.657776805,1,4
2,7,32.77355978,3.202387601,-0.06407348949,1,3
1,7,39.83355057,3.068006752,0.7383121782,1,3
2,7,35.38176619,3.400943254,0.379313376,1,2
2,7,34.51459414,3.072280916,0.5010049536,1,4
2,7,44.64489937,3.501002578,-1.609269118,1,5
