sex,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,two_year_recid,age_cat_25-45,age_cat_Greaterthan45,age_cat_Lessthan25,race_African-American,race_Caucasian,c_charge_degree_F,c_charge_degree_M
1,38.34882381169501,0.0,0.0,0.0,1.0266461996825271,1,1,0,0,1,0,1.0,0.0
1,45.01478196208308,0.0,0.0,0.0,4.140008236853878,1,1,0,0,1,0,1.0,0.0
1,38.18829686929829,0.0,0.0,0.0,0.969030361615914,1,1,0,0,1,0,1.0,0.0
1,28.40390508177611,0.0,0.0,0.0,1.0228592420728249,1,1,0,0,1,0,0.0,1.0
1,29.191519772109075,0.0,0.0,0.0,0.6275487280448364,0,1,0,0,1,0,0.0,1.0
1,35.06257829542674,0.0,0.0,0.0,2.774456507798144,0,1,0,0,0,1,1.0,0.0
1,22.32042985365716,0.0,0.0,1.0,4.040873768587197,0,0,0,1,1,0,1.0,0.0
1,22.7913263297868,0.0,0.0,0.0,14.864706423467812,1,1,0,1,0,1,1.0,0.0
1,22.145974318369436,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0.0,1.0
1,46.76462680372708,0.0,0.0,0.0,3.4356844732428087,0,0,1,0,0,1,0.0,1.0
1,47.57097571750696,0.0,0.0,0.0,17.20362054482855,1,0,1,0,0,1,1.0,0.0
0,38.84828708146741,0.0,0.0,0.0,0.5866035575269533,0,1,0,0,0,1,1.0,0.0
1,22.009731219994553,0.0,0.0,0.0,3.8914977134542843,1,0,0,1,1,0,1.0,0.0
1,47.59357792007135,0.0,0.0,0.0,0.22896458415017687,0,0,1,0,1,0,1.0,0.0
1,22.438308048615053,0.0,0.0,1.0,0.018094130516778995,0,0,0,1,0,1,1.0,0.0
1,22.48540630016437,0.0,0.0,2.0,7.096461150636776,0,0,0,1,0,1,0.0,1.0
1,22.916841161216734,0.0,0.0,0.0,12.702853404679924,0,1,0,0,1,0,1.0,0.0
1,34.99421777849699,0.0,0.0,0.0,2.127358064559591,1,1,0,0,1,0,1.0,0.0
1,47.73541496550971,0.0,0.0,0.0,5.473144223169765,1,0,1,0,0,1,1.0,0.0
1,28.855449081743956,0.0,0.0,0.0,14.590142433507157,1,1,0,0,0,1,1.0,0.0
1,38.22019383770092,0.0,0.0,0.0,2.3504797583441097,1,1,0,0,0,1,1.0,0.0
1,21.990409304010054,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0.0,1.0
1,22.79629185902034,0.0,0.0,0.0,17.71442485834983,1,0,0,1,0,1,1.0,0.0
1,27.97631856817483,0.0,0.0,0.0,0.9870530296596005,1,1,0,0,1,0,1.0,0.0
1,47.372126772212496,0.0,0.0,0.0,0.0,1,0,1,0,0,1,1.0,0.0
1,22.356452173768062,0.0,0.0,0.0,2.633872372000407,0,0,0,1,1,0,0.0,1.0
1,28.107138928238005,0.0,0.0,0.0,3.7392125607988196,1,1,0,0,1,0,1.0,0.0
0,35.1407699348591,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1.0,0.0
0,48.00527740755338,0.0,0.0,0.0,1.974389521322306,0,0,1,0,0,1,1.0,0.0
1,47.67361556625122,0.0,0.0,0.0,6.074399464598924,1,0,1,0,0,1,1.0,0.0
1,28.0097811939686,0.0,0.0,0.0,0.3225304062520086,0,1,0,0,0,1,1.0,0.0
1,28.67671326406127,0.0,0.0,0.0,6.547290695133034,0,1,0,0,0,1,1.0,0.0
1,46.313846513255825,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0.0,1.0
1,22.388494822610966,0.0,0.0,0.0,5.369025033553257,0,0,0,1,0,1,0.0,1.0
1,35.16128423881707,0.0,0.0,0.0,0.765351002260154,1,1,0,0,1,0,1.0,0.0
1,28.495617548477192,0.0,0.0,0.0,25.255754606385885,1,1,0,0,0,1,1.0,0.0
1,45.45433477477671,0.0,0.0,0.0,5.406334742702489,0,0,1,0,1,0,1.0,0.0
1,28.69666766076632,1.0,0.0,0.0,0.5714574223679234,1,1,0,0,1,0,0.0,1.0
1,28.547213161433177,0.0,0.0,0.0,1.9725051395928028,1,1,0,0,0,1,1.0,0.0
1,45.67368517792059,0.0,0.0,0.0,2.221636923093616,1,0,1,0,0,1,1.0,0.0
0,22.20808407160629,0.0,0.0,0.0,2.6146930491893823,0,0,0,1,1,0,0.0,1.0
1,22.002091368736508,0.0,0.0,0.0,0.0,1,0,1,1,0,1,1.0,0.0
0,37.43044465947467,0.0,6.0,0.0,0.5946190633871442,0,1,0,0,1,0,1.0,0.0
1,34.95004389144057,0.0,0.0,0.0,24.779509311966795,1,1,0,0,0,1,1.0,0.0
1,29.051843226909345,0.0,0.0,0.0,10.457109780218458,0,1,0,0,1,0,1.0,0.0
1,46.17570456380226,0.0,0.0,0.0,14.413598543858075,0,0,1,0,0,1,1.0,0.0
0,22.319049366097197,0.0,0.0,0.0,0.0,1,0,0,1,1,0,1.0,0.0
1,46.31922648894758,0.0,0.0,0.0,0.3025688883630588,0,0,1,0,1,0,1.0,0.0
1,28.50244580655619,0.0,0.0,1.0,10.017705963516384,0,1,0,0,1,0,1.0,0.0
1,29.280759318303062,0.0,0.0,0.0,4.483541219600257,1,1,0,0,1,0,0.0,1.0
1,35.497210251925786,0.0,0.0,0.0,0.7073790067311116,0,1,0,0,0,1,1.0,0.0
1,46.74582760381139,0.0,0.0,0.0,0.1518121485842362,0,0,1,0,1,0,0.0,1.0
1,28.06341222768065,0.0,0.0,0.0,6.470029379747172,0,1,0,0,1,0,0.0,1.0
1,45.716368527733465,0.0,0.0,0.0,0.08344606556836043,1,0,1,0,1,0,0.0,1.0
1,45.98312269205437,0.0,0.0,0.0,10.503679110548049,1,0,1,0,0,1,1.0,0.0
1,22.039881821148573,0.0,0.0,0.0,3.9355770833694543,1,0,1,1,1,0,1.0,0.0
1,22.290602543073643,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0.0,1.0
1,23.4627838648077,0.0,0.0,0.0,0.04923035274748072,1,1,0,0,0,1,1.0,0.0
1,22.564104378397463,0.0,0.0,0.0,27.089325332302632,0,0,0,1,1,0,1.0,0.0
1,47.94681866928257,0.0,1.0,0.0,23.000611750953848,1,0,0,0,0,1,1.0,0.0
1,46.45255547787581,0.0,0.0,0.0,0.3209129011501955,0,0,1,0,1,0,0.0,1.0
1,46.04092792816971,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0.0,1.0
0,23.462206839945647,2.0,0.0,0.0,11.629287016316406,0,1,0,0,1,0,1.0,0.0
1,45.599975631153384,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0.0,1.0
1,22.691025707928652,0.0,1.0,1.0,24.200380732986456,0,0,0,1,0,1,1.0,0.0
1,28.83488602039787,0.0,0.0,0.0,1.8153004205515664,1,1,0,0,1,0,1.0,0.0
1,44.213927013580104,0.0,0.0,0.0,0.013399097780321945,1,1,0,0,1,0,0.0,1.0
1,38.63871604611188,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1.0,0.0
1,47.95796336652384,0.0,0.0,0.0,13.55418567595863,0,0,1,0,1,0,1.0,0.0
1,21.974165165693332,0.0,0.0,0.0,9.929894907148,1,0,1,1,1,0,1.0,0.0
1,46.19551533817382,0.0,0.0,0.0,10.392377642244806,0,0,1,0,1,0,0.0,1.0
1,22.518576637486163,0.0,0.0,1.0,0.0,1,0,0,1,1,0,1.0,0.0
0,39.118844069154875,0.0,0.0,0.0,0.0,0,0,0,1,0,1,1.0,0.0
1,46.50301012821278,0.0,0.0,0.0,12.477606290982754,1,0,1,0,1,0,1.0,0.0
1,28.41167401942055,0.0,0.0,1.0,7.777750723310414,1,1,0,0,0,1,1.0,0.0
1,38.978929583713075,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0.0,1.0
1,29.115741729589594,0.0,0.0,0.0,4.265550222699027,1,1,0,0,0,1,1.0,0.0
1,23.50553397216252,0.0,1.0,0.0,1.068086689313504,1,1,0,0,1,0,0.0,1.0
1,48.11415118996991,0.0,0.0,0.0,0.30211837519711754,0,0,1,0,1,0,0.0,1.0
1,35.432973450971836,0.0,0.0,0.0,4.332471706527031,1,1,0,0,1,0,1.0,0.0
0,46.34738891578834,0.0,0.0,0.0,1.783631430927595,0,0,1,0,0,1,0.0,1.0
1,29.151917074242668,0.0,0.0,0.0,7.324732049221052,0,1,0,0,1,0,1.0,0.0
1,22.320614557725644,0.0,1.0,0.0,7.277883851760228,1,0,0,1,0,1,1.0,0.0
1,47.66485370680131,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1.0,0.0
1,28.49981278538453,0.0,0.0,0.0,14.854361325916082,1,1,0,0,1,0,1.0,0.0
0,35.879192219122544,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0.0,1.0
1,28.532810978193226,0.0,0.0,0.0,21.71142298805266,1,1,0,0,1,0,0.0,1.0
1,34.63646891196447,0.0,0.0,0.0,7.067370115472014,1,1,0,0,0,1,1.0,0.0
1,28.536805912947546,0.0,0.0,0.0,3.5949425637049983,0,1,0,0,0,1,1.0,0.0
0,22.294722262110025,0.0,0.0,0.0,5.903655492650872,0,0,0,1,1,0,0.0,1.0
1,36.18370851131558,0.0,0.0,0.0,0.1402735985375467,0,1,0,0,1,0,1.0,0.0
1,46.685223664896675,0.0,0.0,0.0,17.131956156955276,0,0,1,0,0,1,1.0,0.0
1,36.0917677516621,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0.0,1.0
1,36.211372233110794,0.0,0.0,0.0,14.694290198839358,1,1,0,0,1,0,1.0,0.0
1,34.718177030147594,0.0,0.0,0.0,4.502167567790376,0,1,0,0,1,0,1.0,0.0
0,39.73756808800255,0.0,0.0,1.0,6.371400839983483,1,0,0,1,1,0,1.0,0.0
1,47.518098219042585,0.0,0.0,0.0,7.712574648918293,1,0,1,0,0,1,1.0,0.0
1,37.70280854052596,0.0,0.0,0.0,5.902218272663507,0,1,0,0,0,1,1.0,0.0
1,22.6469312355184,0.0,0.0,0.0,2.911371171174666,1,0,0,1,1,0,0.0,1.0
1,43.8731165433855,0.0,0.0,0.0,4.007815505396577,1,1,0,0,0,1,1.0,0.0
1,35.6234362543614,0.0,0.0,0.0,0.26415123128752693,0,1,0,0,1,0,1.0,0.0
0,22.357808404306372,0.0,0.0,1.0,6.295831686789092,1,0,0,1,1,0,1.0,0.0
1,45.63677503669821,0.0,1.0,0.0,3.7004149203044925,0,0,1,0,1,0,1.0,0.0
1,47.357605040950766,0.0,0.0,0.0,0.6104717584423075,0,0,1,0,0,1,1.0,0.0
1,28.064488851753115,0.0,0.0,0.0,0.9591616324101953,1,1,0,0,0,1,1.0,0.0
